Chelsea,Crystal Palace,2,1
Everton,Fulham,4,1
Hull,Stoke,0,0
Man City,Arsenal,6,3
Newcastle,Southampton,1,1
West Ham,Sunderland,0,0
Aston Villa,Man United,0,3
Norwich,Swansea,1,1
Tottenham,Liverpool,0,5
Crystal Palace,Newcastle,0,3
Fulham,Man City,2,4
Liverpool,Cardiff,3,1
Man United,West Ham,3,1
Stoke,Aston Villa,2,1
Sunderland,Norwich,0,0
West Brom,Hull,1,1
Southampton,Tottenham,2,3
Swansea,Everton,1,2
Arsenal,Chelsea,0,0
Aston Villa,Crystal Palace,0,1
Cardiff,Southampton,0,3
Chelsea,Swansea,1,0
Everton,Sunderland,0,1
Hull,Man United,2,3
Man City,Liverpool,2,1
Newcastle,Stoke,5,1
Norwich,Fulham,1,2
Tottenham,West Brom,1,1
West Ham,Arsenal,1,3
Aston Villa,Swansea,1,1
Cardiff,Sunderland,2,2
Hull,Fulham,6,0
Man City,Crystal Palace,1,0
Norwich,Man United,0,1
West Ham,West Brom,3,3
Chelsea,Liverpool,2,1
Everton,Southampton,2,1
Newcastle,Arsenal,0,1
Tottenham,Stoke,3,0
Arsenal,Cardiff,2,0
Crystal Palace,Norwich,1,1
Fulham,West Ham,2,1
Liverpool,Hull,2,0
Man United,Tottenham,1,2
Southampton,Chelsea,0,3
Stoke,Everton,1,1
Sunderland,Aston Villa,0,1
Swansea,Man City,2,3
West Brom,Newcastle,1,0
Cardiff,West Ham,0,2
Everton,Norwich,2,0
Fulham,Sunderland,1,4
Hull,Chelsea,0,2
Man United,Swansea,2,0
Southampton,West Brom,1,0
Tottenham,Crystal Palace,2,0
Newcastle,Man City,0,2
Stoke,Liverpool,3,5
Aston Villa,Arsenal,1,2
Arsenal,Fulham,2,0
Crystal Palace,Stoke,1,0
Liverpool,Aston Villa,2,2
Man City,Cardiff,4,2
Norwich,Hull,1,0
Sunderland,Southampton,2,2
West Ham,Newcastle,1,3
Chelsea,Man United,3,1
Swansea,Tottenham,1,3
West Brom,Everton,1,1
Crystal Palace,Hull,1,0
Liverpool,Everton,4,0
Man United,Cardiff,2,0
Norwich,Newcastle,0,0
Southampton,Arsenal,2,2
Swansea,Fulham,2,0
Aston Villa,West Brom,4,3
Chelsea,West Ham,0,0
Sunderland,Stoke,1,0
Tottenham,Man City,1,5
Cardiff,Norwich,2,1
Everton,Aston Villa,2,1
Fulham,Southampton,0,3
Hull,Tottenham,1,1
Newcastle,Sunderland,0,3
Stoke,Man United,2,1
West Ham,Swansea,2,0
Arsenal,Crystal Palace,2,0
West Brom,Liverpool,1,1
Man City,Chelsea,0,1
Aston Villa,West Ham,0,2
Chelsea,Newcastle,3,0
Crystal Palace,West Brom,3,1
Liverpool,Arsenal,5,1
Norwich,Man City,0,0
Southampton,Stoke,2,2
Sunderland,Hull,0,2
Swansea,Cardiff,3,0
Man United,Fulham,2,2
Tottenham,Everton,1,0
Cardiff,Aston Villa,0,0
Hull,Southampton,0,1
West Brom,Chelsea,1,1
West Ham,Norwich,2,0
Arsenal,Man United,0,0
Fulham,Liverpool,2,3
Newcastle,Tottenham,0,4
Stoke,Swansea,1,1
Arsenal,Sunderland,4,1
Cardiff,Hull,0,4
Chelsea,Everton,1,0
Crystal Palace,Man United,0,2
Man City,Stoke,1,0
West Brom,Fulham,1,1
West Ham,Southampton,3,1
Liverpool,Swansea,4,3
Newcastle,Aston Villa,1,0
Norwich,Tottenham,1,0
Everton,West Ham,1,0
Fulham,Chelsea,1,3
Hull,Newcastle,1,4
Southampton,Liverpool,0,3
Stoke,Arsenal,1,0
Aston Villa,Norwich,4,1
Swansea,Crystal Palace,1,1
Tottenham,Cardiff,1,0
Cardiff,Fulham,3,1
Chelsea,Tottenham,4,0
Crystal Palace,Southampton,0,1
Norwich,Stoke,1,1
West Brom,Man United,0,3
Aston Villa,Chelsea,1,0
Everton,Cardiff,2,1
Fulham,Newcastle,1,0
Hull,Man City,0,2
Southampton,Norwich,4,2
Stoke,West Ham,3,1
Sunderland,Crystal Palace,0,0
Swansea,West Brom,1,2
Man United,Liverpool,0,3
Tottenham,Arsenal,0,1
Cardiff,Liverpool,3,6
Chelsea,Arsenal,6,0
Everton,Swansea,3,2
Hull,West Brom,2,0
Man City,Fulham,5,0
Newcastle,Crystal Palace,1,0
Norwich,Sunderland,2,0
West Ham,Man United,0,2
Aston Villa,Stoke,1,4
Tottenham,Southampton,3,2
Arsenal,Swansea,2,2
Man United,Man City,0,3
Newcastle,Everton,0,3
Liverpool,Sunderland,2,1
West Ham,Hull,2,1
Arsenal,Man City,1,1
Crystal Palace,Chelsea,1,0
Man United,Aston Villa,4,1
Southampton,Newcastle,4,0
Stoke,Hull,1,0
Swansea,Norwich,3,0
West Brom,Cardiff,3,3
Fulham,Everton,1,3
Liverpool,Tottenham,4,0
Sunderland,West Ham,1,2
Aston Villa,Fulham,1,2
Cardiff,Crystal Palace,0,3
Chelsea,Stoke,3,0
Hull,Swansea,1,0
Man City,Southampton,4,1
Newcastle,Man United,0,4
Norwich,West Brom,0,1
Everton,Arsenal,3,0
West Ham,Liverpool,1,2
Tottenham,Sunderland,5,1
Crystal Palace,Aston Villa,1,0
Fulham,Norwich,1,0
Southampton,Cardiff,0,1
Stoke,Newcastle,1,0
Sunderland,Everton,0,1
West Brom,Tottenham,3,3
Liverpool,Man City,3,2
Swansea,Chelsea,0,1
Arsenal,West Ham,3,1
Everton,Crystal Palace,2,3
Man City,Sunderland,2,2
Aston Villa,Southampton,0,0
Cardiff,Stoke,1,1
Chelsea,Sunderland,1,2
Newcastle,Swansea,1,2
Tottenham,Fulham,3,1
West Ham,Crystal Palace,0,1
Everton,Man United,2,0
Hull,Arsenal,0,3
Norwich,Liverpool,2,3
Man City,West Brom,3,1
Fulham,Hull,2,2
Man United,Norwich,4,0
Southampton,Everton,2,0
Stoke,Tottenham,0,1
Swansea,Aston Villa,4,1
West Brom,West Ham,1,0
Crystal Palace,Man City,0,2
Liverpool,Chelsea,0,2
Sunderland,Cardiff,4,0
Arsenal,Newcastle,3,0
Aston Villa,Hull,3,1
Man United,Sunderland,0,1
Newcastle,Cardiff,3,0
Stoke,Fulham,4,1
Swansea,Southampton,0,1
West Ham,Tottenham,2,0
Everton,Man City,2,3
Arsenal,West Brom,1,0
Chelsea,Norwich,0,0
Crystal Palace,Liverpool,3,3
Man United,Hull,3,1
Man City,Aston Villa,4,0
Sunderland,West Brom,2,0
Cardiff,Chelsea,1,2
Fulham,Crystal Palace,2,2
Hull,Everton,0,2
Liverpool,Newcastle,2,1
Man City,West Ham,2,0
Norwich,Arsenal,0,2
Southampton,Man United,1,1
Sunderland,Swansea,1,3
Tottenham,Aston Villa,3,0
West Brom,Stoke,1,2
