Tottenham,Sunderland,2,0
Wolves,Arsenal,1,4
Chelsea,Man United,1,0
Hull,Stoke,2,1
West Ham,Everton,1,2
Wigan,Fulham,1,1
Liverpool,Birmingham,2,2
Birmingham,Fulham,1,0
Burnley,Aston Villa,1,1
Chelsea,Wolves,4,0
Hull,West Ham,3,3
Liverpool,Man City,2,2
Man United,Everton,3,0
Sunderland,Arsenal,1,0
Bolton,Blackburn,0,2
Stoke,Portsmouth,1,0
Tottenham,Wigan,9,1
Fulham,Blackburn,3,0
Hull,Everton,3,2
Aston Villa,Tottenham,1,1
Blackburn,Stoke,0,0
Fulham,Bolton,1,1
Man City,Hull,1,1
Portsmouth,Man United,1,4
West Ham,Burnley,5,3
Wigan,Sunderland,1,0
Arsenal,Chelsea,0,3
Everton,Liverpool,0,2
Wolves,Birmingham,0,1
Arsenal,Stoke,2,0
Aston Villa,Hull,3,0
Blackburn,Liverpool,0,0
Man City,Chelsea,2,1
Portsmouth,Burnley,2,0
West Ham,Man United,0,4
Wigan,Birmingham,2,3
Wolves,Bolton,2,1
Everton,Tottenham,2,2
Fulham,Sunderland,1,0
Birmingham,West Ham,1,0
Bolton,Man City,3,3
Burnley,Fulham,1,1
Chelsea,Everton,3,3
Hull,Blackburn,0,0
Man United,Aston Villa,0,1
Stoke,Wigan,2,2
Sunderland,Portsmouth,1,1
Tottenham,Wolves,0,1
Liverpool,Arsenal,1,2
Birmingham,Blackburn,2,1
Bolton,West Ham,3,1
Man United,Wolves,3,0
Sunderland,Aston Villa,0,2
Burnley,Arsenal,1,1
Chelsea,Portsmouth,2,1
Liverpool,Wigan,2,1
Tottenham,Man City,3,0
Arsenal,Hull,3,0
Aston Villa,Stoke,1,0
Blackburn,Tottenham,0,2
Fulham,Man United,3,0
Man City,Sunderland,4,3
Portsmouth,Liverpool,2,0
Everton,Birmingham,1,1
West Ham,Chelsea,1,1
Wolves,Burnley,2,0
Birmingham,Chelsea,0,0
Burnley,Bolton,1,1
Fulham,Tottenham,0,0
Liverpool,Wolves,2,0
Man City,Stoke,2,0
Sunderland,Everton,1,1
West Ham,Portsmouth,2,0
Wigan,Blackburn,1,1
Arsenal,Aston Villa,3,0
Hull,Man United,1,3
Blackburn,Sunderland,2,2
Chelsea,Fulham,2,1
Everton,Burnley,2,0
Stoke,Birmingham,0,1
Tottenham,West Ham,2,0
Wolves,Man City,0,3
Aston Villa,Liverpool,0,1
Bolton,Hull,2,2
Man United,Wigan,5,0
Portsmouth,Arsenal,1,4
Stoke,Fulham,3,2
Arsenal,Everton,2,2
Birmingham,Man United,1,1
Man City,Blackburn,4,1
Chelsea,Sunderland,7,2
Everton,Man City,2,0
Man United,Burnley,3,0
Stoke,Liverpool,1,1
Tottenham,Hull,0,0
Wolves,Wigan,0,2
Aston Villa,West Ham,0,0
Blackburn,Fulham,2,0
Bolton,Arsenal,0,2
Arsenal,Bolton,4,2
Liverpool,Tottenham,2,0
Man United,Hull,4,0
Bolton,Burnley,1,0
Portsmouth,West Ham,1,1
Tottenham,Fulham,2,0
Wolves,Liverpool,0,0
Aston Villa,Arsenal,0,0
Blackburn,Wigan,2,1
Chelsea,Birmingham,3,0
Everton,Sunderland,2,0
Birmingham,Tottenham,1,1
Burnley,Chelsea,1,2
Fulham,Aston Villa,0,2
Hull,Wolves,2,2
Liverpool,Bolton,2,0
West Ham,Blackburn,0,0
Wigan,Everton,0,1
Arsenal,Man United,1,3
Man City,Portsmouth,2,0
Sunderland,Stoke,0,0
Hull,Chelsea,1,1
Fulham,Portsmouth,1,0
Bolton,Fulham,0,0
Burnley,West Ham,2,1
Hull,Man City,2,1
Liverpool,Everton,1,0
Man United,Portsmouth,5,0
Stoke,Blackburn,3,0
Sunderland,Wigan,1,1
Tottenham,Aston Villa,0,0
Birmingham,Wolves,2,1
Chelsea,Arsenal,2,0
Fulham,Burnley,3,0
Man City,Bolton,2,0
Portsmouth,Sunderland,1,1
Wigan,Stoke,1,1
Arsenal,Liverpool,1,0
Aston Villa,Man United,1,1
Blackburn,Hull,1,0
Everton,Chelsea,2,1
West Ham,Birmingham,2,0
Wolves,Tottenham,1,0
Stoke,Man City,1,1
Wigan,Bolton,0,0
Arsenal,Sunderland,2,0
Everton,Man United,3,1
Portsmouth,Stoke,1,2
West Ham,Hull,3,0
Wolves,Chelsea,0,2
Aston Villa,Burnley,5,2
Blackburn,Bolton,3,0
Fulham,Birmingham,2,1
Man City,Liverpool,0,0
Wigan,Tottenham,0,3
Man United,West Ham,3,0
Birmingham,Wigan,1,0
Bolton,Wolves,1,0
Burnley,Portsmouth,1,2
Chelsea,Man City,2,4
Stoke,Arsenal,1,3
Liverpool,Blackburn,2,1
Sunderland,Fulham,0,0
Tottenham,Everton,2,1
Arsenal,Burnley,3,1
West Ham,Bolton,1,2
Wolves,Man United,0,1
Everton,Hull,5,1
Wigan,Liverpool,1,0
Portsmouth,Birmingham,1,2
Sunderland,Bolton,4,0
Burnley,Stoke,1,1
Birmingham,Everton,2,2
Bolton,Wigan,4,0
Burnley,Wolves,1,2
Chelsea,West Ham,4,1
Hull,Arsenal,1,2
Stoke,Aston Villa,0,0
Tottenham,Blackburn,3,1
Man United,Fulham,3,0
Sunderland,Man City,1,1
Liverpool,Portsmouth,4,1
Wigan,Aston Villa,1,2
Arsenal,West Ham,2,0
Aston Villa,Wolves,2,2
Everton,Bolton,2,0
Portsmouth,Hull,3,2
Stoke,Tottenham,1,2
Sunderland,Birmingham,3,1
Wigan,Burnley,1,0
Blackburn,Chelsea,1,1
Fulham,Man City,1,2
Man United,Liverpool,2,1
West Ham,Wolves,1,3
Aston Villa,Sunderland,1,1
Blackburn,Birmingham,2,1
Man City,Everton,0,2
Portsmouth,Chelsea,0,5
Birmingham,Arsenal,1,1
Bolton,Man United,0,4
Chelsea,Aston Villa,7,1
Hull,Fulham,2,0
Tottenham,Portsmouth,2,0
West Ham,Stoke,0,1
Wolves,Everton,0,0
Burnley,Blackburn,0,1
Liverpool,Sunderland,3,0
Man City,Wigan,3,0
Arsenal,Wolves,1,0
Bolton,Aston Villa,0,1
Burnley,Man City,1,6
Man United,Chelsea,1,2
Portsmouth,Blackburn,0,0
Stoke,Hull,2,0
Sunderland,Tottenham,3,1
Birmingham,Liverpool,1,1
Everton,West Ham,2,2
Fulham,Wigan,2,1
Hull,Burnley,1,4
West Ham,Sunderland,1,0
Blackburn,Man United,0,0
Liverpool,Fulham,0,0
Man City,Birmingham,5,1
Wolves,Stoke,0,0
Chelsea,Bolton,1,0
Aston Villa,Everton,2,2
Tottenham,Arsenal,2,1
Wigan,Portsmouth,0,0
Birmingham,Hull,0,0
Blackburn,Everton,2,3
Fulham,Wolves,0,0
Man City,Man United,0,1
Stoke,Bolton,1,2
Sunderland,Burnley,2,1
Tottenham,Chelsea,2,1
Portsmouth,Aston Villa,1,2
Wigan,Arsenal,3,2
Liverpool,West Ham,3,0
Hull,Aston Villa,0,2
Arsenal,Man City,0,0
Bolton,Portsmouth,2,2
Hull,Sunderland,0,1
Man United,Tottenham,3,1
West Ham,Wigan,3,2
Wolves,Blackburn,1,1
Aston Villa,Birmingham,1,0
Burnley,Liverpool,0,4
Chelsea,Stoke,7,0
Everton,Fulham,2,1
Birmingham,Burnley,2,1
Man City,Aston Villa,3,1
Portsmouth,Wolves,3,1
Stoke,Everton,0,0
Tottenham,Bolton,1,0
Fulham,West Ham,3,2
Liverpool,Chelsea,0,2
Sunderland,Man United,0,1
Blackburn,Arsenal,2,1
Wigan,Hull,2,2
Fulham,Stoke,0,1
Man City,Tottenham,0,1
Arsenal,Fulham,4,0
Aston Villa,Blackburn,0,1
Bolton,Birmingham,2,1
Burnley,Tottenham,4,2
Chelsea,Wigan,8,0
Everton,Portsmouth,1,0
Hull,Liverpool,0,0
Man United,Stoke,4,0
West Ham,Man City,1,1
Wolves,Sunderland,2,1
