QPR,Norwich,0,0
Reading,Sunderland,2,1
West Ham,Swansea,1,0
Wigan,Southampton,2,2
Man City,Liverpool,2,2
West Brom,Tottenham,0,1
Chelsea,Wigan,4,1
Norwich,Fulham,0,0
Southampton,Man City,3,1
Stoke,Reading,2,1
Sunderland,Arsenal,0,1
Swansea,QPR,4,1
Tottenham,Newcastle,2,1
Aston Villa,West Ham,2,1
Man United,Everton,2,0
Liverpool,West Brom,0,2
Liverpool,Swansea,5,0
Arsenal,Aston Villa,2,1
Fulham,Stoke,1,0
Norwich,Everton,2,1
QPR,Man United,0,2
Reading,Wigan,0,3
West Brom,Sunderland,2,1
Man City,Chelsea,2,0
Newcastle,Southampton,4,2
West Ham,Tottenham,2,3
Chelsea,West Brom,1,0
Everton,Reading,3,1
Man United,Norwich,4,0
Southampton,QPR,1,2
Stoke,West Ham,0,1
Sunderland,Fulham,2,2
Swansea,Newcastle,1,0
Wigan,Liverpool,0,4
Tottenham,Arsenal,2,1
Aston Villa,Man City,0,1
Norwich,Southampton,0,0
QPR,Sunderland,3,1
Reading,Aston Villa,1,2
West Brom,Swansea,2,1
Liverpool,Tottenham,3,2
Newcastle,Stoke,2,1
Aston Villa,QPR,3,2
Everton,Man City,2,0
Man United,Reading,1,0
Southampton,Liverpool,3,1
Stoke,West Brom,0,0
Swansea,Arsenal,0,2
Chelsea,West Ham,2,0
Sunderland,Norwich,1,1
Tottenham,Fulham,0,1
Wigan,Newcastle,2,1
Arsenal,Reading,4,1
Everton,Stoke,1,0
Man City,Newcastle,4,0
Southampton,Chelsea,2,1
Sunderland,Man United,0,1
Swansea,Tottenham,1,2
West Ham,West Brom,3,1
Wigan,Norwich,1,0
Aston Villa,Liverpool,1,2
Fulham,QPR,3,2
Norwich,Swansea,2,2
Reading,Southampton,0,2
Stoke,Aston Villa,1,3
West Brom,Arsenal,1,2
Chelsea,Sunderland,2,1
Liverpool,West Ham,0,0
Newcastle,Fulham,1,0
QPR,Wigan,1,1
Tottenham,Everton,2,2
Man United,Man City,1,2
Arsenal,Norwich,3,1
Aston Villa,Fulham,1,1
Everton,QPR,2,0
Reading,Liverpool,0,0
Southampton,West Ham,1,1
Newcastle,Sunderland,0,3
Stoke,Man United,0,2
Arsenal,Everton,0,0
Fulham,Chelsea,0,3
Man City,Wigan,1,0
West Ham,Man United,2,2
Fulham,Arsenal,0,1
Norwich,Reading,2,1
QPR,Stoke,0,2
Sunderland,Everton,1,0
Swansea,Southampton,0,0
West Brom,Newcastle,1,1
West Ham,Wigan,2,0
Liverpool,Chelsea,2,2
Tottenham,Man City,3,1
Man United,Aston Villa,3,0
Everton,Fulham,1,0
Man City,West Ham,2,1
Newcastle,Liverpool,0,6
Southampton,West Brom,0,3
Stoke,Norwich,1,0
Wigan,Tottenham,2,2
Arsenal,Man United,1,1
Chelsea,Swansea,2,0
Reading,QPR,0,0
Aston Villa,Sunderland,6,1
Fulham,Reading,2,4
Norwich,Aston Villa,1,2
QPR,Arsenal,0,1
Swansea,Man City,0,0
Tottenham,Southampton,1,0
West Brom,Wigan,2,3
West Ham,Newcastle,0,0
Liverpool,Everton,0,0
Man United,Chelsea,0,1
Sunderland,Stoke,1,1
Man City,West Brom,1,0
Wigan,Swansea,2,3
Chelsea,Tottenham,2,2
Aston Villa,Chelsea,1,2
Everton,West Ham,2,0
Fulham,Liverpool,1,3
Man United,Swansea,2,1
Norwich,West Brom,4,0
QPR,Newcastle,1,2
Stoke,Tottenham,1,2
Sunderland,Southampton,1,1
Arsenal,Wigan,4,1
Reading,Man City,0,2
Chelsea,Everton,2,1
Liverpool,QPR,1,0
Man City,Norwich,2,3
Newcastle,Arsenal,0,1
Southampton,Stoke,1,1
Swansea,Fulham,0,3
Tottenham,Sunderland,1,0
West Brom,Man United,5,5
West Ham,Reading,4,2
Wigan,Aston Villa,2,2
