Wolves,Tottenham,3,3
Blackpool,Chelsea,1,3
Everton,Birmingham,1,1
Aston Villa,Wolves,0,1
Blackburn,Blackpool,2,2
Everton,Fulham,2,1
Man United,Bolton,1,0
Stoke,Newcastle,4,0
Tottenham,West Ham,0,0
West Brom,Arsenal,2,2
Wigan,Birmingham,2,1
Chelsea,Man City,2,0
Sunderland,Liverpool,0,2
Arsenal,Blackburn,0,0
Birmingham,Bolton,2,1
Everton,Aston Villa,2,2
Newcastle,Wolves,4,1
Stoke,Chelsea,1,1
West Brom,Liverpool,2,1
West Ham,Man United,2,4
Wigan,Tottenham,0,0
Fulham,Blackpool,3,0
Man City,Sunderland,5,0
Blackburn,Birmingham,1,1
Bolton,West Ham,3,0
Chelsea,Wigan,1,0
Man United,Fulham,2,0
Sunderland,West Brom,2,3
Tottenham,Stoke,3,2
Wolves,Everton,0,3
Aston Villa,Newcastle,1,0
Blackpool,Arsenal,1,3
Liverpool,Man City,3,0
Birmingham,Sunderland,2,0
Blackpool,Wigan,1,3
Everton,Blackburn,2,0
West Brom,Chelsea,1,3
West Ham,Aston Villa,1,2
Arsenal,Liverpool,1,1
Newcastle,Man United,0,0
Chelsea,Birmingham,3,1
Tottenham,Arsenal,3,3
Aston Villa,Stoke,1,1
Blackpool,Newcastle,1,1
Chelsea,West Ham,3,0
Liverpool,Birmingham,5,0
Man United,Everton,1,0
Sunderland,Wigan,4,2
Tottenham,West Brom,2,2
Wolves,Fulham,1,1
Bolton,Arsenal,2,1
Blackburn,Man City,0,1
Stoke,Wolves,3,0
Fulham,Bolton,3,0
Blackburn,Bolton,1,0
Blackpool,Stoke,0,0
Chelsea,Tottenham,2,1
Sunderland,Fulham,0,3
West Brom,Aston Villa,2,1
Wigan,Everton,1,1
Arsenal,Man United,1,0
Birmingham,Wolves,1,1
Liverpool,Newcastle,3,0
Man City,West Ham,2,1
Aston Villa,Wigan,1,1
Bolton,Sunderland,1,2
Everton,Man City,2,1
Newcastle,Birmingham,2,1
Tottenham,Blackpool,1,1
West Ham,Blackburn,1,1
Man United,Chelsea,2,1
Stoke,Arsenal,3,1
Wolves,West Brom,3,1
Fulham,Liverpool,2,5
Man City,Tottenham,1,0
Blackburn,Man United,1,1
Blackpool,Bolton,4,3
Sunderland,Wolves,1,3
West Brom,Everton,1,0
Arsenal,Aston Villa,1,2
Birmingham,Fulham,0,2
Chelsea,Newcastle,2,2
Liverpool,Tottenham,0,2
Wigan,West Ham,3,2
Man City,Stoke,3,0
Aston Villa,Liverpool,1,0
Bolton,Man City,0,2
Everton,Chelsea,1,0
Fulham,Arsenal,2,2
Man United,Blackpool,4,2
Newcastle,West Brom,3,3
Stoke,Wigan,0,1
Tottenham,Birmingham,2,1
West Ham,Sunderland,0,3
Wolves,Blackburn,2,3
